State Code,Area Name,Total/ Rural/Urban,Disability,Age-group,Total disabled population - Persons,Total disabled population - Males,Total disabled population - Females,Main worker - Persons,Main worker - Males,Main worker - Females,Non-worker - Persons,Non-worker - Males,Non-worker - Females
5,State - UTTARAKHAND (05),Rural,Total,15-59,72539,41991,30548,24069,17164,6905,36133,17859,18274
5,State - UTTARAKHAND (05),Rural,Total,60+,36671,17314,19357,6954,4622,2332,24778,10227,14551
5,State - UTTARAKHAND (05),Rural,Total,Age not stated,316,194,122,79,61,18,195,106,89
5,State - UTTARAKHAND (05),Rural,In-Seeing,Total,21483,10341,11142,5230,3507,1723,13205,5363,7842
5,State - UTTARAKHAND (05),Rural,In-Seeing,0-14,2893,1568,1325,40,25,15,2789,1512,1277
5,State - UTTARAKHAND (05),Rural,In-Seeing,15-59,8508,4543,3965,3232,2250,982,3730,1474,2256
5,State - UTTARAKHAND (05),Rural,In-Seeing,60+,10036,4200,5836,1946,1223,723,6659,2360,4299
5,State - UTTARAKHAND (05),Rural,In-Seeing,Age not stated,46,30,16,12,9,3,27,17,10
5,State - UTTARAKHAND (05),Rural,In-Hearing,Total,25312,12410,12902,7047,4597,2450,14223,5893,8330
5,State - UTTARAKHAND (05),Rural,In-Hearing,0-14,4785,2453,2332,83,48,35,4522,2324,2198
5,State - UTTARAKHAND (05),Rural,In-Hearing,15-59,12006,6012,5994,5130,3328,1802,4381,1519,2862
5,State - UTTARAKHAND (05),Rural,In-Hearing,60+,8432,3893,4539,1807,1200,607,5273,2028,3245
5,State - UTTARAKHAND (05),Rural,In-Hearing,Age not stated,89,52,37,27,21,6,47,22,25
5,State - UTTARAKHAND (05),Rural,In-Speech,Total,8808,4966,3842,2413,1671,742,5124,2552,2572
5,State - UTTARAKHAND (05),Rural,In-Speech,0-14,2222,1275,947,14,12,2,2161,1235,926
5,State - UTTARAKHAND (05),Rural,In-Speech,15-59,5511,3074,2437,2073,1433,640,2375,1032,1343
5,State - UTTARAKHAND (05),Rural,In-Speech,60+,1050,597,453,321,222,99,572,273,299
5,State - UTTARAKHAND (05),Rural,In-Speech,Age not stated,25,20,5,5,4,1,16,12,4
5,State - UTTARAKHAND (05),Rural,In-Movement,Total,27947,16970,10977,6927,5383,1544,17498,9335,8163
5,State - UTTARAKHAND (05),Rural,In-Movement,0-14,3194,1961,1233,32,22,10,3105,1907,1198
5,State - UTTARAKHAND (05),Rural,In-Movement,15-59,17370,11016,6354,5745,4520,1225,8991,4767,4224
5,State - UTTARAKHAND (05),Rural,In-Movement,60+,7347,3969,3378,1141,833,308,5378,2648,2730
5,State - UTTARAKHAND (05),Rural,In-Movement,Age not stated,36,24,12,9,8,1,24,13,11
5,State - UTTARAKHAND (05),Rural,Mental-Retardation,Total,8368,5090,3278,1089,804,285,6375,3679,2696
5,State - UTTARAKHAND (05),Rural,Mental-Retardation,0-14,2078,1193,885,22,11,11,2023,1162,861
5,State - UTTARAKHAND (05),Rural,Mental-Retardation,15-59,5732,3601,2131,960,725,235,3972,2333,1639
5,State - UTTARAKHAND (05),Rural,Mental-Retardation,60+,553,294,259,107,68,39,375,182,193
5,State - UTTARAKHAND (05),Rural,Mental-Illness,Total,4763,2982,1781,587,412,175,3676,2240,1436
5,State - UTTARAKHAND (05),Rural,Mental-Illness,0-14,505,297,208,5,3,2,482,285,197
5,State - UTTARAKHAND (05),Rural,Mental-Illness,15-59,3662,2394,1268,510,364,146,2725,1740,985
5,State - UTTARAKHAND (05),Rural,Mental-Illness,60+,588,287,301,71,44,27,462,212,250
5,State - UTTARAKHAND (05),Rural,Any-Other,Total,21542,11859,9683,6160,4317,1843,12156,5866,6290
5,State - UTTARAKHAND (05),Rural,Any-Other,0-14,5690,3090,2600,92,55,37,5446,2961,2485
5,State - UTTARAKHAND (05),Rural,Any-Other,15-59,12596,7054,5542,5104,3612,1492,4945,2114,2831
5,State - UTTARAKHAND (05),Rural,Any-Other,60+,3172,1664,1508,942,635,307,1712,760,952
5,State - UTTARAKHAND (05),Rural,Any-Other,Age not stated,84,51,33,22,15,7,53,31,22
5,State - UTTARAKHAND (05),Rural,Multiple-Disability,Total,15874,8626,7248,1961,1348,613,12520,6520,6000
5,State - UTTARAKHAND (05),Rural,Multiple-Disability,0-14,3204,1908,1296,24,16,8,3143,1870,1273
5,State - UTTARAKHAND (05),Rural,Multiple-Disability,15-59,7154,4297,2857,1315,932,383,5014,2880,2134
5,State - UTTARAKHAND (05),Rural,Multiple-Disability,60+,5493,2410,3083,619,397,222,4347,1764,2583
5,State - UTTARAKHAND (05),Urban,Total,Total,51175,29543,21632,13025,11302,1723,35607,16471,19136
5,State - UTTARAKHAND (05),Urban,Total,0-14,10349,5788,4561,137,89,48,10004,5580,4424
5,State - UTTARAKHAND (05),Urban,Total,15-59,32941,19538,13403,11595,10092,1503,19316,8009,11307
5,State - UTTARAKHAND (05),Urban,Total,60+,7702,4095,3607,1235,1068,167,6176,2824,3352
5,State - UTTARAKHAND (05),Urban,Total,Age not stated,183,122,61,58,53,5,111,58,53
5,State - UTTARAKHAND (05),Urban,In-Seeing,Total,7624,4145,3479,1883,1609,274,5323,2242,3081
5,State - UTTARAKHAND (05),Urban,In-Seeing,0-14,1648,911,737,21,19,2,1597,876,721
5,State - UTTARAKHAND (05),Urban,In-Seeing,15-59,4316,2425,1891,1581,1354,227,2425,856,1569
5,State - UTTARAKHAND (05),Urban,In-Seeing,60+,1604,775,829,270,227,43,1264,492,772
5,State - UTTARAKHAND (05),Urban,In-Seeing,Age not stated,56,34,22,11,9,2,37,18,19
5,State - UTTARAKHAND (05),Urban,In-Hearing,Total,12369,6782,5587,4018,3546,472,7720,2855,4865
5,State - UTTARAKHAND (05),Urban,In-Hearing,0-14,2609,1303,1306,51,29,22,2479,1228,1251
5,State - UTTARAKHAND (05),Urban,In-Hearing,15-59,8035,4629,3406,3656,3245,411,3886,1087,2799
5,State - UTTARAKHAND (05),Urban,In-Hearing,60+,1676,814,862,283,245,38,1335,531,804
5,State - UTTARAKHAND (05),Urban,In-Hearing,Age not stated,49,36,13,28,27,1,20,9,11
5,State - UTTARAKHAND (05),Urban,In-Speech,Total,3540,2042,1498,984,858,126,2383,1057,1326
5,State - UTTARAKHAND (05),Urban,In-Speech,0-14,813,483,330,10,8,2,785,462,323
5,State - UTTARAKHAND (05),Urban,In-Speech,15-59,2357,1351,1006,898,784,114,1321,465,856
5,State - UTTARAKHAND (05),Urban,In-Speech,60+,362,202,160,75,65,10,270,125,145
5,State - UTTARAKHAND (05),Urban,In-Movement,Total,9049,5773,3276,2578,2249,329,6039,3167,2872
5,State - UTTARAKHAND (05),Urban,In-Movement,0-14,1019,633,386,10,8,2,996,615,381
5,State - UTTARAKHAND (05),Urban,In-Movement,15-59,6158,4029,2129,2320,2019,301,3480,1710,1770
5,State - UTTARAKHAND (05),Urban,In-Movement,60+,1860,1102,758,244,218,26,1556,838,718
5,State - UTTARAKHAND (05),Urban,Mental-Retardation,Total,3082,1862,1220,302,250,52,2681,1531,1150
5,State - UTTARAKHAND (05),Urban,Mental-Retardation,0-14,654,380,274,5,1,4,645,377,268
5,State - UTTARAKHAND (05),Urban,Mental-Retardation,15-59,2239,1377,862,271,229,42,1880,1073,807
5,State - UTTARAKHAND (05),Urban,Mental-Retardation,60+,177,97,80,23,17,6,147,76,71
5,State - UTTARAKHAND (05),Urban,Mental-Illness,Total,1680,953,727,127,117,10,1507,798,709
5,State - UTTARAKHAND (05),Urban,Mental-Illness,15-59,1245,717,528,110,101,9,1091,578,513
5,State - UTTARAKHAND (05),Urban,Mental-Illness,60+,185,91,94,14,13,1,170,78,92
5,State - UTTARAKHAND (05),Urban,Any-Other,Total,9181,5300,3881,2523,2159,364,6098,2774,3324
5,State - UTTARAKHAND (05),Urban,Any-Other,0-14,2274,1287,987,34,19,15,2191,1242,949
5,State - UTTARAKHAND (05),Urban,Any-Other,15-59,5877,3422,2455,2243,1927,316,3179,1191,1988
5,State - UTTARAKHAND (05),Urban,Any-Other,60+,990,564,426,235,204,31,702,326,376
5,State - UTTARAKHAND (05),Urban,Any-Other,Age not stated,40,27,13,11,9,2,26,15,11
5,State - UTTARAKHAND (05),Urban,Multiple-Disability,Total,4650,2686,1964,610,514,96,3856,2047,1809
5,State - UTTARAKHAND (05),Urban,Multiple-Disability,0-14,1083,647,436,3,2,1,1066,639,427
5,State - UTTARAKHAND (05),Urban,Multiple-Disability,15-59,2714,1588,1126,516,433,83,2054,1049,1005
5,State - UTTARAKHAND (05),Urban,Multiple-Disability,60+,848,450,398,91,79,12,732,358,374
6,State - HARYANA (06),Total,Total,Total,546374,315533,230841,129013,110292,18721,375774,179708,196066
6,State - HARYANA (06),Total,Total,0-14,101515,58597,42918,1216,806,410,98756,56941,41815
6,State - HARYANA (06),Total,Total,15-59,319715,193653,126062,109804,93997,15807,176105,78766,97339
6,State - HARYANA (06),Total,Total,60+,124185,62735,61450,17800,15340,2460,100207,43643,56564
6,State - HARYANA (06),Total,Total,Age not stated,959,548,411,193,149,44,706,358,348
6,State - HARYANA (06),Total,In-Seeing,Total,82702,43624,39078,19237,16375,2862,57072,23486,33586
6,State - HARYANA (06),Total,In-Seeing,0-14,12177,6760,5417,139,90,49,11846,6563,5283
6,State - HARYANA (06),Total,In-Seeing,15-59,37814,21227,16587,14349,12188,2161,19037,6465,12572
6,State - HARYANA (06),Total,In-Seeing,60+,32599,15576,17023,4721,4075,646,26109,10422,15687
6,State - HARYANA (06),Total,In-Seeing,Age not stated,112,61,51,28,22,6,80,36,44
6,State - HARYANA (06),Total,In-Hearing,Total,115527,60916,54611,29470,24222,5248,76349,31519,44830
6,State - HARYANA (06),Total,In-Hearing,0-14,26196,14165,12031,420,252,168,25104,13566,11538
6,State - HARYANA (06),Total,In-Hearing,15-59,64335,34496,29839,24888,20436,4452,31818,10016,21802
6,State - HARYANA (06),Total,In-Hearing,60+,24770,12142,12628,4122,3507,615,19257,7862,11395
6,State - HARYANA (06),Total,In-Hearing,Age not stated,226,113,113,40,27,13,170,75,95
6,State - HARYANA (06),Total,In-Speech,Total,21787,13321,8466,5236,4543,693,15060,7885,7175
6,State - HARYANA (06),Total,In-Speech,0-14,6117,3820,2297,52,37,15,5987,3738,2249
6,State - HARYANA (06),Total,In-Speech,15-59,13246,8112,5134,4692,4080,612,7264,3265,3999
6,State - HARYANA (06),Total,In-Speech,60+,2403,1378,1025,491,425,66,1790,873,917
6,State - HARYANA (06),Total,In-Movement,Total,116026,72761,43265,30719,27254,3465,76492,39412,37080
6,State - HARYANA (06),Total,In-Movement,0-14,10723,6817,3906,120,90,30,10506,6663,3843
6,State - HARYANA (06),Total,In-Movement,15-59,76815,50881,25934,27271,24218,3053,41947,21344,20603
6,State - HARYANA (06),Total,In-Movement,60+,28374,14990,13384,3291,2913,378,23970,11371,12599
6,State - HARYANA (06),Total,In-Movement,Age not stated,114,73,41,37,33,4,69,34,35
6,State - HARYANA (06),Total,Mental-Retardation,Total,30070,19268,10802,3872,3357,515,24546,14820,9726
6,State - HARYANA (06),Total,Mental-Retardation,0-14,7362,4474,2888,66,52,14,7232,4390,2842
6,State - HARYANA (06),Total,Mental-Retardation,15-59,20653,13630,7023,3504,3053,451,15672,9590,6082
6,State - HARYANA (06),Total,Mental-Retardation,60+,2023,1141,882,296,248,48,1617,822,795
6,State - HARYANA (06),Total,Mental-Retardation,Age not stated,32,23,9,6,4,2,25,18,7
6,State - HARYANA (06),Total,Mental-Illness,Total,16191,10298,5893,1950,1708,242,13392,7980,5412
6,State - HARYANA (06),Total,Mental-Illness,0-14,2247,1358,889,21,16,5,2208,1330,878
6,State - HARYANA (06),Total,Mental-Illness,15-59,11956,7874,4082,1733,1517,216,9452,5798,3654
6,State - HARYANA (06),Total,Mental-Illness,60+,1973,1060,913,196,175,21,1718,847,871
6,State - HARYANA (06),Total,Any-Other,Total,116821,67528,49293,33982,28951,5031,71959,31894,40065
6,State - HARYANA (06),Total,Any-Other,0-14,26853,14904,11949,333,226,107,26170,14483,11687
6,State - HARYANA (06),Total,Any-Other,15-59,73853,43771,30082,29981,25571,4410,34525,12426,22099
6,State - HARYANA (06),Total,Any-Other,60+,15749,8636,7113,3597,3097,500,10988,4837,6151
6,State - HARYANA (06),Total,Any-Other,Age not stated,366,217,149,71,57,14,276,148,128
6,State - HARYANA (06),Total,Multiple-Disability,Total,47250,27817,19433,4547,3882,665,40904,22712,18192
6,State - HARYANA (06),Total,Multiple-Disability,0-14,9840,6299,3541,65,43,22,9703,6208,3495
6,State - HARYANA (06),Total,Multiple-Disability,15-59,21043,13662,7381,3386,2934,452,16390,9862,6528
6,State - HARYANA (06),Total,Multiple-Disability,60+,16294,7812,8482,1086,900,186,14758,6609,8149
6,State - HARYANA (06),Total,Multiple-Disability,Age not stated,73,44,29,10,5,5,53,33,20
6,State - HARYANA (06),Rural,Total,Total,357663,208784,148879,81960,70080,11880,244554,120315,124239
6,State - HARYANA (06),Rural,Total,0-14,65461,37996,27465,636,426,210,64012,37128,26884
6,State - HARYANA (06),Rural,Total,15-59,202810,125610,77200,69093,59128,9965,108319,51434,56885
6,State - HARYANA (06),Rural,Total,60+,88803,44839,43964,12125,10444,1681,71772,31516,40256
6,State - HARYANA (06),Rural,Total,Age not stated,589,339,250,106,82,24,451,237,214
6,State - HARYANA (06),Rural,In-Seeing,Total,55737,29219,26518,11938,10152,1786,38860,16327,22533
6,State - HARYANA (06),Rural,In-Seeing,0-14,7675,4287,3388,70,46,24,7499,4186,3313
6,State - HARYANA (06),Rural,In-Seeing,15-59,22952,13022,9930,8468,7168,1300,11143,4047,7096
6,State - HARYANA (06),Rural,In-Seeing,60+,25036,11875,13161,3383,2927,456,20163,8071,12092
6,State - HARYANA (06),Rural,In-Seeing,Age not stated,74,35,39,17,11,6,55,23,32
6,State - HARYANA (06),Rural,In-Hearing,Total,66421,35029,31392,16606,13519,3087,43430,18372,25058
6,State - HARYANA (06),Rural,In-Hearing,0-14,14669,7883,6786,202,118,84,14174,7615,6559
6,State - HARYANA (06),Rural,In-Hearing,15-59,34589,18794,15795,13696,11111,2585,15858,5266,10592
6,State - HARYANA (06),Rural,In-Hearing,60+,17052,8299,8753,2691,2281,410,13313,5451,7862
6,State - HARYANA (06),Rural,In-Hearing,Age not stated,111,53,58,17,9,8,85,40,45
6,State - HARYANA (06),Rural,In-Speech,Total,14578,9035,5543,3429,2963,466,9955,5398,4557
6,State - HARYANA (06),Rural,In-Speech,0-14,4372,2769,1603,30,20,10,4292,2719,1573
6,State - HARYANA (06),Rural,In-Speech,15-59,8612,5340,3272,3049,2641,408,4510,2110,2400
6,State - HARYANA (06),Rural,In-Speech,60+,1582,920,662,350,302,48,1141,563,578
6,State - HARYANA (06),Rural,In-Movement,Total,82283,52540,29743,21515,19132,2383,53556,28559,24997
6,State - HARYANA (06),Rural,In-Movement,0-14,7938,5030,2908,81,60,21,7778,4920,2858
6,State - HARYANA (06),Rural,In-Movement,15-59,54846,36983,17863,19189,17083,2106,29413,15640,13773
6,State - HARYANA (06),Rural,In-Movement,60+,19414,10475,8939,2220,1966,254,16311,7975,8336
6,State - HARYANA (06),Rural,In-Movement,Age not stated,85,52,33,25,23,2,54,24,30
6,State - HARYANA (06),Rural,Mental-Retardation,Total,20160,13044,7116,2611,2271,340,16223,9932,6291
6,State - HARYANA (06),Rural,Mental-Retardation,0-14,5184,3164,2020,44,36,8,5097,3108,1989
6,State - HARYANA (06),Rural,Mental-Retardation,15-59,13576,9096,4480,2360,2068,292,10023,6262,3761
6,State - HARYANA (06),Rural,Mental-Retardation,60+,1380,767,613,202,164,38,1089,549,540
6,State - HARYANA (06),Rural,Mental-Retardation,Age not stated,20,17,3,5,3,2,14,13,1
6,State - HARYANA (06),Rural,Mental-Illness,Total,10657,6820,3837,1393,1207,186,8576,5134,3442
6,State - HARYANA (06),Rural,Mental-Illness,0-14,1512,917,595,15,11,4,1482,896,586
6,State - HARYANA (06),Rural,Mental-Illness,15-59,7800,5181,2619,1242,1075,167,5932,3665,2267
6,State - HARYANA (06),Rural,Mental-Illness,60+,1336,718,618,136,121,15,1154,570,584
6,State - HARYANA (06),Rural,Any-Other,Total,74374,43340,31034,21574,18362,3212,44760,20206,24554
6,State - HARYANA (06),Rural,Any-Other,0-14,17155,9450,7705,158,110,48,16812,9239,7573
6,State - HARYANA (06),Rural,Any-Other,15-59,46384,27917,18467,18990,16160,2830,20450,7622,12828
6,State - HARYANA (06),Rural,Any-Other,60+,10589,5823,4766,2385,2057,328,7305,3237,4068
6,State - HARYANA (06),Rural,Any-Other,Age not stated,246,150,96,41,35,6,193,108,85
6,State - HARYANA (06),Rural,Multiple-Disability,Total,33453,19757,13696,2894,2474,420,29194,16387,12807
6,State - HARYANA (06),Rural,Multiple-Disability,0-14,6956,4496,2460,36,25,11,6878,4445,2433
6,State - HARYANA (06),Rural,Multiple-Disability,15-59,14051,9277,4774,2099,1822,277,10990,6822,4168
6,State - HARYANA (06),Rural,Multiple-Disability,60+,12414,5962,6452,758,626,132,11296,5100,6196
6,State - HARYANA (06),Urban,Total,Total,188711,106749,81962,47053,40212,6841,131220,59393,71827
6,State - HARYANA (06),Urban,Total,0-14,36054,20601,15453,580,380,200,34744,19813,14931
6,State - HARYANA (06),Urban,Total,15-59,116905,68043,48862,40711,34869,5842,67786,27332,40454
6,State - HARYANA (06),Urban,Total,60+,35382,17896,17486,5675,4896,779,28435,12127,16308
6,State - HARYANA (06),Urban,Total,Age not stated,370,209,161,87,67,20,255,121,134
6,State - HARYANA (06),Urban,In-Seeing,Total,26965,14405,12560,7299,6223,1076,18212,7159,11053
6,State - HARYANA (06),Urban,In-Seeing,0-14,4502,2473,2029,69,44,25,4347,2377,1970
6,State - HARYANA (06),Urban,In-Seeing,15-59,14862,8205,6657,5881,5020,861,7894,2418,5476
6,State - HARYANA (06),Urban,In-Seeing,60+,7563,3701,3862,1338,1148,190,5946,2351,3595
6,State - HARYANA (06),Urban,In-Hearing,Total,49106,25887,23219,12864,10703,2161,32919,13147,19772
6,State - HARYANA (06),Urban,In-Hearing,0-14,11527,6282,5245,218,134,84,10930,5951,4979
6,State - HARYANA (06),Urban,In-Hearing,15-59,29746,15702,14044,11192,9325,1867,15960,4750,11210
6,State - HARYANA (06),Urban,In-Hearing,60+,7718,3843,3875,1431,1226,205,5944,2411,3533
6,State - HARYANA (06),Urban,In-Hearing,Age not stated,115,60,55,23,18,5,85,35,50
6,State - HARYANA (06),Urban,In-Speech,Total,7209,4286,2923,1807,1580,227,5105,2487,2618
6,State - HARYANA (06),Urban,In-Speech,0-14,1745,1051,694,22,17,5,1695,1019,676
6,State - HARYANA (06),Urban,In-Speech,15-59,4634,2772,1862,1643,1439,204,2754,1155,1599
6,State - HARYANA (06),Urban,In-Speech,60+,821,458,363,141,123,18,649,310,339
6,State - HARYANA (06),Urban,In-Movement,Total,33743,20221,13522,9204,8122,1082,22936,10853,12083
6,State - HARYANA (06),Urban,In-Movement,0-14,2785,1787,998,39,30,9,2728,1743,985
6,State - HARYANA (06),Urban,In-Movement,15-59,21969,13898,8071,8082,7135,947,12534,5704,6830
6,State - HARYANA (06),Urban,In-Movement,60+,8960,4515,4445,1071,947,124,7659,3396,4263
6,State - HARYANA (06),Urban,In-Movement,Age not stated,29,21,8,12,10,2,15,10,5
6,State - HARYANA (06),Urban,Mental-Retardation,Total,9910,6224,3686,1261,1086,175,8323,4888,3435
6,State - HARYANA (06),Urban,Mental-Retardation,0-14,2178,1310,868,22,16,6,2135,1282,853
6,State - HARYANA (06),Urban,Mental-Retardation,15-59,7077,4534,2543,1144,985,159,5649,3328,2321
6,State - HARYANA (06),Urban,Mental-Retardation,60+,643,374,269,94,84,10,528,273,255
6,State - HARYANA (06),Urban,Mental-Illness,Total,5534,3478,2056,557,501,56,4816,2846,1970
6,State - HARYANA (06),Urban,Mental-Illness,0-14,735,441,294,6,5,1,726,434,292
6,State - HARYANA (06),Urban,Mental-Illness,15-59,4156,2693,1463,491,442,49,3520,2133,1387
6,State - HARYANA (06),Urban,Mental-Illness,60+,637,342,295,60,54,6,564,277,287
6,State - HARYANA (06),Urban,Any-Other,Total,42447,24188,18259,12408,10589,1819,27199,11688,15511
6,State - HARYANA (06),Urban,Any-Other,0-14,9698,5454,4244,175,116,59,9358,5244,4114
6,State - HARYANA (06),Urban,Any-Other,15-59,27469,15854,11615,10991,9411,1580,14075,4804,9271
6,State - HARYANA (06),Urban,Any-Other,60+,5160,2813,2347,1212,1040,172,3683,1600,2083
6,State - HARYANA (06),Urban,Any-Other,Age not stated,120,67,53,30,22,8,83,40,43
6,State - HARYANA (06),Urban,Multiple-Disability,Total,13797,8060,5737,1653,1408,245,11710,6325,5385
6,State - HARYANA (06),Urban,Multiple-Disability,0-14,2884,1803,1081,29,18,11,2825,1763,1062
6,State - HARYANA (06),Urban,Multiple-Disability,15-59,6992,4385,2607,1287,1112,175,5400,3040,2360
6,State - HARYANA (06),Urban,Multiple-Disability,60+,3880,1850,2030,328,274,54,3462,1509,1953
6,State - HARYANA (06),Urban,Multiple-Disability,Age not stated,41,22,19,9,4,5,23,13,10
7,State - NCT OF DELHI (07),Total,Total,Total,234882,138379,96503,60151,52895,7256,169309,81361,87948
7,State - NCT OF DELHI (07),Total,Total,0-14,40542,23371,17171,310,230,80,40078,23041,17037
7,State - NCT OF DELHI (07),Total,Total,15-59,143830,89734,54096,53781,47429,6352,85550,38830,46720
7,State - NCT OF DELHI (07),Total,Total,60+,50085,25004,25081,5924,5112,812,43404,19353,24051
7,State - NCT OF DELHI (07),Total,Total,Age not stated,425,270,155,136,124,12,277,137,140
7,State - NCT OF DELHI (07),Total,In-Seeing,Total,30124,16864,13260,8568,7407,1161,20896,8983,11913
7,State - NCT OF DELHI (07),Total,In-Seeing,0-14,4758,2702,2056,34,25,9,4698,2661,2037
7,State - NCT OF DELHI (07),Total,In-Seeing,15-59,16910,10055,6855,7334,6339,995,9064,3344,5720
7,State - NCT OF DELHI (07),Total,In-Seeing,60+,8400,4075,4325,1180,1026,154,7102,2964,4138
7,State - NCT OF DELHI (07),Total,In-Seeing,Age not stated,56,32,24,20,17,3,32,14,18
7,State - NCT OF DELHI (07),Total,In-Hearing,Total,34499,19277,15222,10771,9511,1260,22804,9154,13650
7,State - NCT OF DELHI (07),Total,In-Hearing,0-14,6273,3342,2931,64,46,18,6173,3278,2895
7,State - NCT OF DELHI (07),Total,In-Hearing,15-59,20380,11939,8441,9614,8513,1101,10005,2916,7089
7,State - NCT OF DELHI (07),Total,In-Hearing,60+,7726,3907,3819,1033,896,137,6570,2931,3639
7,State - NCT OF DELHI (07),Total,In-Hearing,Age not stated,120,89,31,60,56,4,56,29,27
7,State - NCT OF DELHI (07),Total,In-Speech,Total,15094,8946,6148,4422,3843,579,10306,4831,5475
7,State - NCT OF DELHI (07),Total,In-Speech,0-14,3841,2256,1585,40,32,8,3789,2214,1575
7,State - NCT OF DELHI (07),Total,In-Speech,15-59,9869,5893,3976,4124,3585,539,5422,2071,3351
7,State - NCT OF DELHI (07),Total,In-Speech,60+,1356,778,578,249,217,32,1079,539,540
7,State - NCT OF DELHI (07),Total,In-Movement,Total,67383,40727,26656,19832,17636,2196,45765,21646,24119
7,State - NCT OF DELHI (07),Total,In-Movement,0-14,5683,3381,2302,49,37,12,5618,3332,2286
7,State - NCT OF DELHI (07),Total,In-Movement,15-59,42192,27723,14469,17675,15780,1895,23018,10710,12308
7,State - NCT OF DELHI (07),Total,In-Movement,60+,19457,9592,9865,2090,1803,287,17096,7589,9507
7,State - NCT OF DELHI (07),Total,In-Movement,Age not stated,51,31,20,18,16,2,33,15,18
7,State - NCT OF DELHI (07),Total,Mental-Retardation,Total,16338,10385,5953,1525,1354,171,14607,8861,5746
7,State - NCT OF DELHI (07),Total,Mental-Retardation,0-14,4071,2502,1569,19,15,4,4043,2482,1561
7,State - NCT OF DELHI (07),Total,Mental-Retardation,15-59,11489,7443,4046,1428,1273,155,9878,6015,3863
7,State - NCT OF DELHI (07),Total,Mental-Retardation,60+,760,428,332,76,64,12,670,354,316
7,State - NCT OF DELHI (07),Total,Mental-Illness,Total,10046,6292,3754,1002,897,105,8841,5225,3616
7,State - NCT OF DELHI (07),Total,Mental-Illness,0-14,1516,948,568,10,8,2,1504,939,565
7,State - NCT OF DELHI (07),Total,Mental-Illness,15-59,7453,4751,2702,930,836,94,6334,3755,2579
7,State - NCT OF DELHI (07),Total,Mental-Illness,60+,1073,590,483,62,53,9,999,528,471
7,State - NCT OF DELHI (07),Total,Any-Other,Total,37013,21783,15230,11465,9991,1474,24560,11030,13530
7,State - NCT OF DELHI (07),Total,Any-Other,0-14,8678,4786,3892,73,52,21,8566,4705,3861
7,State - NCT OF DELHI (07),Total,Any-Other,15-59,23873,14480,9393,10607,9261,1346,12430,4572,7858
7,State - NCT OF DELHI (07),Total,Any-Other,60+,4342,2448,1894,758,654,104,3472,1709,1763
7,State - NCT OF DELHI (07),Total,Any-Other,Age not stated,120,69,51,27,24,3,92,44,48
7,State - NCT OF DELHI (07),Total,Multiple-Disability,Total,24385,14105,10280,2566,2256,310,21530,11631,9899
7,State - NCT OF DELHI (07),Total,Multiple-Disability,0-14,5722,3454,2268,21,15,6,5687,3430,2257
7,State - NCT OF DELHI (07),Total,Multiple-Disability,15-59,11664,7450,4214,2069,1842,227,9399,5447,3952
7,State - NCT OF DELHI (07),Total,Multiple-Disability,60+,6971,3186,3785,476,399,77,6416,2739,3677
7,State - NCT OF DELHI (07),Rural,Total,Total,6116,3668,2448,1423,1258,165,4471,2244,2227
7,State - NCT OF DELHI (07),Rural,Total,15-59,3499,2237,1262,1248,1107,141,2067,989,1078
7,State - NCT OF DELHI (07),Rural,Total,60+,1444,724,720,167,143,24,1243,558,685
7,State - NCT OF DELHI (07),Rural,In-Seeing,Total,792,430,362,213,185,28,558,228,330
7,State - NCT OF DELHI (07),Rural,In-Seeing,15-59,368,217,151,163,142,21,191,65,126
7,State - NCT OF DELHI (07),Rural,In-Seeing,60+,298,141,157,49,42,7,243,93,150
7,State - NCT OF DELHI (07),Rural,In-Hearing,Total,825,432,393,183,166,17,609,251,358
7,State - NCT OF DELHI (07),Rural,In-Hearing,15-59,416,222,194,156,142,14,233,65,168
7,State - NCT OF DELHI (07),Rural,In-Hearing,60+,240,112,128,27,24,3,208,88,120
7,State - NCT OF DELHI (07),Rural,In-Speech,Total,339,208,131,87,72,15,240,125,115
7,State - NCT OF DELHI (07),Rural,In-Speech,15-59,198,121,77,83,69,14,105,43,62
7,State - NCT OF DELHI (07),Rural,In-Speech,60+,26,16,10,3,2,1,21,12,9
7,State - NCT OF DELHI (07),Rural,In-Movement,Total,1885,1198,687,532,473,59,1265,652,613
7,State - NCT OF DELHI (07),Rural,In-Movement,15-59,1217,819,398,479,428,51,663,327,336
7,State - NCT OF DELHI (07),Rural,In-Movement,60+,491,262,229,52,44,8,426,209,217
7,State - NCT OF DELHI (07),Rural,Mental-Retardation,Total,350,245,105,29,26,3,313,212,101
7,State - NCT OF DELHI (07),Rural,Mental-Retardation,15-59,246,182,64,28,25,3,211,150,61
7,State - NCT OF DELHI (07),Rural,Mental-Illness,Total,247,172,75,28,27,1,211,137,74
7,State - NCT OF DELHI (07),Rural,Mental-Illness,15-59,182,127,55,27,26,1,148,94,54
7,State - NCT OF DELHI (07),Rural,Any-Other,Total,1005,586,419,289,257,32,674,301,373
7,State - NCT OF DELHI (07),Rural,Any-Other,15-59,597,370,227,264,235,29,296,112,184
7,State - NCT OF DELHI (07),Rural,Any-Other,60+,125,65,60,23,20,3,98,41,57
7,State - NCT OF DELHI (07),Rural,Multiple-Disability,Total,673,397,276,62,52,10,601,338,263
